epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.12514999508857727,2.370032787322998,0.0037356,0.10000000149011612,2.317460060119629
1,0.14970000088214874,2.264617681503296,0.0037356,0.11289999634027481,2.3284003734588623
2,0.19602499902248383,2.1191153526306152,0.0037356,0.13050000369548798,2.2759029865264893
3,0.20932500064373016,2.07226824760437,0.0037356,0.21739999949932098,2.111442804336548
4,0.2120250016450882,2.047553062438965,0.0037356,0.12129999697208405,2.814509391784668
5,0.22390000522136688,2.0157482624053955,0.0037356,0.17329999804496765,2.3430027961730957
6,0.23727500438690186,1.9770039319992065,0.0037356,0.17739999294281006,2.380018711090088
7,0.2482749968767166,1.9413986206054688,0.0037356,0.21240000426769257,1.9708107709884644
8,0.24962499737739563,1.9277777671813965,0.0037356,0.19179999828338623,4.112685203552246
9,0.23770000040531158,1.9492298364639282,0.0037356,0.19930000603199005,2.2946670055389404
10,0.2575500011444092,1.901429295539856,0.0037356,0.23409999907016754,1.991615653038025
11,0.26019999384880066,1.879680871963501,0.0037356,0.15880000591278076,2.6588027477264404
12,0.2609750032424927,1.876490592956543,0.0037356,0.10000000149011612,325330784.0
13,0.26365000009536743,1.87447988986969,0.0037356,0.21969999372959137,1.9840338230133057
14,0.27549999952316284,1.8384758234024048,0.0037356,0.2556999921798706,1.8504115343093872
15,0.28257501125335693,1.8313045501708984,0.0037356,0.2551000118255615,1.9557154178619385
16,0.2893249988555908,1.8070824146270752,0.0037356,0.2838999927043915,1.8778867721557617
17,0.29512500762939453,1.7989085912704468,0.0037356,0.2712000012397766,1.8817148208618164
18,0.3072499930858612,1.7878984212875366,0.0037356,0.2535000145435333,2.137669086456299
19,0.31139999628067017,1.779731035232544,0.0037356,0.22859999537467957,2.0191972255706787
20,0.318450003862381,1.7749730348587036,0.0037356,0.22210000455379486,2.05680775642395
21,0.32382500171661377,1.764346718788147,0.0037356,0.18080000579357147,2.734494209289551
22,0.3324500024318695,1.7453742027282715,0.0037356,0.2492000013589859,2.4482312202453613
23,0.3396500051021576,1.7188760042190552,0.0037356,0.17339999973773956,3.754645586013794
24,0.33172500133514404,1.742665410041809,0.0037356,0.15080000460147858,8.310650825500488
25,0.3274250030517578,1.7434722185134888,0.0037356,0.13410000503063202,6.227909564971924
26,0.34742501378059387,1.7065374851226807,0.0037356,0.2502000033855438,2.321399211883545
27,0.36090001463890076,1.677638292312622,0.0037356,0.14329999685287476,3.2530620098114014
28,0.35850000381469727,1.6796513795852661,0.0037356,0.29409998655319214,1.8487251996994019
29,0.3737500011920929,1.6444013118743896,0.0037356,0.27619999647140503,2.0645735263824463
30,0.3840999901294708,1.6320295333862305,0.0037356,0.3343000113964081,1.709174633026123
31,0.3928999900817871,1.6289324760437012,0.0037356,0.1777999997138977,2.1532175540924072
32,0.3886750042438507,1.638175368309021,0.0037356,0.31130000948905945,1.8796260356903076
33,0.399150013923645,1.6162179708480835,0.0037356,0.2524999976158142,2.134725332260132
34,0.4230000078678131,1.566683053970337,0.0037356,0.10239999741315842,1322747648.0
35,0.39752501249313354,1.6350029706954956,0.0037356,0.1647000014781952,17.636804580688477
36,0.40527498722076416,1.6110177040100098,0.0037356,0.2919999957084656,1.8662927150726318
37,0.43059998750686646,1.550321340560913,0.0037356,0.1339000016450882,7977695.5
38,0.43562498688697815,1.5395898818969727,0.0037356,0.20170000195503235,2.6764256954193115
39,0.4600749909877777,1.5005953311920166,0.0037356,0.28760001063346863,3.1315505504608154
40,0.46024999022483826,1.4964392185211182,0.0037356,0.3398999869823456,1.8405320644378662
41,0.46459999680519104,1.488176703453064,0.0037356,0.40230000019073486,1.646584153175354
42,0.43267500400543213,1.566159963607788,0.0037356,0.10589999705553055,21.243515014648438
43,0.45524999499320984,1.511626124382019,0.0037356,0.2076999992132187,2.232011079788208
44,0.4675000011920929,1.4811155796051025,0.0037356,0.289900004863739,2.1443283557891846
45,0.48122501373291016,1.4471831321716309,0.0037356,0.41659998893737793,1.584718108177185
46,0.4832499921321869,1.4436569213867188,0.0037356,0.23909999430179596,2.6986119747161865
47,0.4785250127315521,1.4646481275558472,0.0037356,0.35339999198913574,1.8932521343231201
48,0.45875000953674316,1.5000313520431519,0.0037356,0.16259999573230743,7.470803737640381
49,0.49720001220703125,1.4138532876968384,0.0037356,0.24860000610351562,2.3280246257781982
50,0.509975016117096,1.3808906078338623,0.0037356,0.23759999871253967,2.345134973526001
51,0.5111250281333923,1.3809199333190918,0.0037356,0.36739999055862427,2.0078744888305664
52,0.4666000008583069,1.498632550239563,0.0037356,0.21150000393390656,2.52541184425354
53,0.4841249883174896,1.4416861534118652,0.0037356,0.10779999941587448,3.3414862155914307
54,0.4650999903678894,1.4858146905899048,0.0037356,0.3734999895095825,1.901501178741455
55,0.4795750081539154,1.4471900463104248,0.0037356,0.10000000149011612,70.22686004638672
56,0.4855499863624573,1.437363624572754,0.0037356,0.3312000036239624,1.9142460823059082
57,0.5205000042915344,1.3438143730163574,0.0037356,0.4562000036239624,1.5257965326309204
58,0.5299500226974487,1.3295749425888062,0.0037356,0.4000999927520752,1.7272765636444092
59,0.5317999720573425,1.3190354108810425,0.0037356,0.46619999408721924,1.640532374382019
60,0.5218999981880188,1.3489934206008911,0.0037356,0.3928999900817871,1.6987718343734741
61,0.5320749878883362,1.3198384046554565,0.0037356,0.4343000054359436,1.5695977210998535
62,0.5300750136375427,1.3293665647506714,0.0037356,0.43959999084472656,1.6740113496780396
63,0.5327000021934509,1.3346168994903564,0.0037356,0.2603999972343445,3.428356170654297
64,0.5279250144958496,1.3334465026855469,0.0037356,0.45249998569488525,1.4826664924621582
65,0.5019500255584717,1.3964636325836182,0.0037356,0.3765000104904175,1.7724933624267578
66,0.5079249739646912,1.3819571733474731,0.0037356,0.35510000586509705,1.8677797317504883
67,0.47382500767707825,1.47529935836792,0.0037356,0.17159999907016754,3.6297316551208496
68,0.4544999897480011,1.5106866359710693,0.0037356,0.2624000012874603,2.4699840545654297
69,0.47882500290870667,1.444563388824463,0.0037356,0.4122999906539917,1.7548632621765137
70,0.49994999170303345,1.4015802145004272,0.0037356,0.2928999960422516,2.145530939102173
71,0.5238749980926514,1.3400886058807373,0.0037356,0.23029999434947968,3.358940601348877
72,0.5567749738693237,1.2498642206192017,0.0037356,0.5273000001907349,1.3793396949768066
73,0.5687749981880188,1.2266730070114136,0.0037356,0.5192000269889832,1.4511338472366333
74,0.4961250126361847,1.4133654832839966,0.0037356,0.1687999963760376,2.8704404830932617
75,0.555400013923645,1.2531176805496216,0.0037356,0.49619999527931213,1.5724140405654907
76,0.5485749840736389,1.290623664855957,0.0037356,0.10040000081062317,38.01708984375
77,0.5704749822616577,1.222256064414978,0.0037356,0.2078000009059906,2.986330270767212
78,0.579925000667572,1.1976019144058228,0.0037356,0.4336000084877014,4338397.0
79,0.5951250195503235,1.16921865940094,0.0037356,0.5447999835014343,1.3723276853561401
80,0.5990250110626221,1.1491106748580933,0.0037356,0.5555999875068665,1.260493516921997
81,0.6010000109672546,1.1477739810943604,0.0037356,0.4934999942779541,1.6268563270568848
82,0.602400004863739,1.1370041370391846,0.0037356,0.5289000272750854,1.3618987798690796
83,0.6132500171661377,1.1191389560699463,0.0037356,0.5175999999046326,1.5389479398727417
84,0.614674985408783,1.1107584238052368,0.0037356,0.5860999822616577,1.240586757659912
85,0.6155999898910522,1.1085478067398071,0.0037356,0.5414999723434448,1.353261113166809
86,0.6172249913215637,1.1067168712615967,0.0037356,0.38589999079704285,2.3619985580444336
87,0.6222249865531921,1.09675931930542,0.0037356,0.5117999911308289,1.4798645973205566
88,0.6255999803543091,1.088668704032898,0.0037356,0.5392000079154968,1.4310683012008667
89,0.628350019454956,1.0717545747756958,0.0037356,0.3741999864578247,2.030158281326294
90,0.6310750246047974,1.0670868158340454,0.0037356,0.585099995136261,1.2324950695037842
91,0.6327499747276306,1.069534182548523,0.0037356,0.5090000033378601,1.815400242805481
92,0.6307500004768372,1.0690443515777588,0.0037356,0.26510000228881836,2.522779941558838
93,0.6290249824523926,1.077324628829956,0.0037356,0.6330000162124634,1.1542742252349854
94,0.2992750108242035,2.0045456886291504,0.0037356,0.10000000149011612,2.327733039855957
95,0.0992249995470047,2.3571856021881104,0.0037356,0.10000000149011612,2.3089232444763184
96,0.09749999642372131,2.338773488998413,0.0037356,0.10000000149011612,2.306764602661133
97,0.10014999657869339,2.327125072479248,0.0037356,0.10000000149011612,2.306241750717163
