epoch,accuracy,loss,per_epoch_time,val_accuracy,val_loss
0,0.10080000013113022,2.4015963077545166,116.76224660873413,0.10000000149011612,2.303978204727173
1,0.10577499866485596,2.353123188018799,55.834863901138306,0.10000000149011612,2.313997745513916
2,0.10655000060796738,2.339484930038452,55.48609447479248,0.10000000149011612,2.361682891845703
3,0.14947499334812164,2.23306941986084,55.99848508834839,0.10140000283718109,2.3876430988311768
4,0.2227499932050705,2.0743117332458496,55.93524622917175,0.094200000166893,2.3586108684539795
5,0.26627498865127563,1.9646105766296387,55.339505672454834,0.24879999458789825,2.0428152084350586
6,0.3139750063419342,1.8620115518569946,55.28873801231384,0.23029999434947968,2.43107533454895
7,0.3467249870300293,1.7838358879089355,55.70818781852722,0.3749000132083893,1.7045247554779053
8,0.36880001425743103,1.7242140769958496,56.166624307632446,0.2524000108242035,2.1303086280822754
9,0.39547500014305115,1.670053482055664,55.71323323249817,0.3589000105857849,3.140568733215332
10,0.41179999709129333,1.619765281677246,55.61672592163086,0.42989999055862427,1.5650124549865723
11,0.4242750108242035,1.5938105583190918,55.15047550201416,0.22609999775886536,2.5710854530334473
12,0.44327500462532043,1.553588628768921,55.51969337463379,0.375,2.0345778465270996
13,0.44817501306533813,1.5552897453308105,55.47710871696472,0.33629998564720154,2.0409457683563232
14,0.45202499628067017,1.539908766746521,55.23713827133179,0.304500013589859,1.8877023458480835
15,0.4650999903678894,1.4883280992507935,55.45169639587402,0.328000009059906,2.136098861694336
16,0.48477500677108765,1.4406434297561646,55.329904556274414,0.4253000020980835,1.820624589920044
17,0.4908750057220459,1.4370238780975342,54.96729755401611,0.28220000863075256,2.4658920764923096
18,0.4984250068664551,1.4122058153152466,54.922996282577515,0.5078999996185303,1.3553186655044556
19,0.5133749842643738,1.3768826723098755,55.6263792514801,0.4966000020503998,1.6803501844406128
20,0.5130500197410583,1.3800896406173706,55.30159950256348,0.49619999527931213,1.5548285245895386
21,0.5243750214576721,1.3381956815719604,55.01890182495117,0.2815999984741211,3.522808313369751
22,0.5291500091552734,1.3243097066879272,54.60468244552612,0.501800000667572,1.4033154249191284
23,0.5338000059127808,1.3139703273773193,55.587193965911865,0.2754000127315521,2.44891357421875
24,0.5422750115394592,1.3078160285949707,55.07863974571228,0.513700008392334,1.4155056476593018
25,0.5479000210762024,1.2831037044525146,55.76769495010376,0.564300000667572,1.2117156982421875
26,0.5537750124931335,1.267293930053711,55.528236627578735,0.48660001158714294,1.4276511669158936
27,0.5611000061035156,1.2476452589035034,54.8222815990448,0.5131000280380249,1.4061795473098755
28,0.5653749704360962,1.2440155744552612,55.03078532218933,0.5460000038146973,1.2730547189712524
29,0.5698249936103821,1.2285715341567993,55.03604197502136,0.444599986076355,1.6717878580093384
30,0.5752999782562256,1.202060580253601,55.66972827911377,0.45739999413490295,1.6632697582244873
31,0.578249990940094,1.2213897705078125,55.25558090209961,0.5109999775886536,1.5013039112091064
32,0.5786250233650208,1.2025588750839233,56.08686399459839,0.4869999885559082,1.6449648141860962
33,0.583424985408783,1.1922852993011475,55.50136089324951,0.5056999921798706,1.577087163925171
34,0.5890250205993652,1.1948363780975342,54.8313672542572,0.227400004863739,2.880861759185791
35,0.5918499827384949,1.1871135234832764,55.26216912269592,0.5347999930381775,1.4318461418151855
36,0.5939000248908997,1.2075610160827637,56.52374458312988,0.20340000092983246,4.640525817871094
37,0.595674991607666,1.1537280082702637,55.46327018737793,0.2101999968290329,5.026529312133789
38,0.6036999821662903,1.1460870504379272,55.264471769332886,0.41029998660087585,2.275014638900757
39,0.6023749709129333,1.1409953832626343,54.99433207511902,0.39010000228881836,1.8564828634262085
40,0.6128249764442444,1.1079140901565552,55.10535192489624,0.37549999356269836,2.7884459495544434
41,0.6215000152587891,1.0871795415878296,55.11422824859619,0.4068000018596649,2.006850481033325
42,0.6215999722480774,1.0876106023788452,55.80184030532837,0.3043999969959259,3.71920108795166
43,0.6276249885559082,1.075028896331787,55.25948739051819,0.3723999857902527,3.178516149520874
44,0.619350016117096,1.1089041233062744,55.003822803497314,0.5914999842643738,1.2436116933822632
45,0.6327000260353088,1.0651118755340576,55.549607038497925,0.586899995803833,1.1810816526412964
46,0.6329249739646912,1.050293207168579,55.15166473388672,0.5486000180244446,1.443871259689331
47,0.6383249759674072,1.0413011312484741,55.161969900131226,0.5554999709129333,1.8863706588745117
48,0.6413999795913696,1.0281881093978882,55.20315432548523,0.5608999729156494,1.6666345596313477
49,0.6467000246047974,1.0195422172546387,55.09678673744202,0.5217000246047974,1.875280499458313
50,0.6526749730110168,1.0033814907073975,55.29301905632019,0.499099999666214,1.5959118604660034
51,0.6523000001907349,1.0010682344436646,55.1762535572052,0.25929999351501465,3.4142391681671143
52,0.6503499746322632,1.0111284255981445,55.210047245025635,0.5874999761581421,1.2274237871170044
53,0.6601999998092651,0.9852469563484192,55.4910626411438,0.5834000110626221,1.3535854816436768
54,0.6589249968528748,0.9876505136489868,55.01094102859497,0.3734999895095825,2.2443439960479736
55,0.6624749898910522,0.9764474630355835,54.85471487045288,0.6437000036239624,1.0672435760498047
56,0.6678249835968018,0.9631057381629944,55.38144826889038,0.23559999465942383,3.3836348056793213
57,0.6710500121116638,0.955026388168335,55.64989733695984,0.5821999907493591,1.5363743305206299
58,0.6724500060081482,0.9557079076766968,55.577839374542236,0.6086000204086304,1.417814016342163
59,0.6743749976158142,0.9487807750701904,55.10669422149658,0.23250000178813934,3.194722890853882
60,0.6762250065803528,0.9431476593017578,55.10458517074585,0.6187999844551086,1.6730574369430542
61,0.6792749762535095,0.9246242046356201,55.37818717956543,0.6500999927520752,1.287139892578125
62,0.682574987411499,0.9248157143592834,55.68743920326233,0.23019999265670776,5.521968841552734
63,0.685325026512146,0.9173426628112793,55.36777687072754,0.39739999175071716,2.03765869140625
64,0.6901000142097473,0.9097866415977478,54.704694509506226,0.5268999934196472,1.7309939861297607
65,0.690750002861023,0.9149483442306519,55.35337209701538,0.34389999508857727,3.0183911323547363
66,0.6915749907493591,0.9025130867958069,55.4787175655365,0.4828000068664551,2.7913122177124023
67,0.6974499821662903,0.8965732455253601,54.90640330314636,0.6147000193595886,1.9866753816604614
68,0.694100022315979,0.9011384844779968,55.4258451461792,0.673799991607666,0.9710642695426941
69,0.6973249912261963,0.884939432144165,55.73281812667847,0.6883999705314636,0.9652595520019531
70,0.7004250288009644,0.8705204129219055,55.76068353652954,0.6129000186920166,2.3782899379730225
71,0.6959750056266785,0.9066328406333923,55.707584857940674,0.5759000182151794,1.2974554300308228
72,0.7021750211715698,0.8869686722755432,55.1528844833374,0.6348999738693237,1.0874779224395752
73,0.6993499994277954,0.8935983180999756,55.89522981643677,0.5174000263214111,2.0122063159942627
74,0.7039250135421753,0.8654400110244751,55.30326175689697,0.14970000088214874,8.11026382446289
75,0.7041749954223633,0.863151490688324,55.31238651275635,0.6284000277519226,1.1893928050994873
76,0.7099249958992004,0.8493445515632629,55.15794920921326,0.6481999754905701,1.0709749460220337
77,0.7153499722480774,0.8349806666374207,55.34910702705383,0.4415000081062317,2.8944859504699707
78,0.7145249843597412,0.8327913880348206,55.232380390167236,0.4672999978065491,2.3485958576202393
79,0.7207499742507935,0.8267488479614258,54.70310139656067,0.3521000146865845,4.893743515014648
80,0.7360249757766724,0.7751044631004333,54.53854846954346,0.7214999794960022,0.8197072148323059
81,0.7426499724388123,0.7569140195846558,55.06917881965637,0.7139999866485596,0.8590658903121948
82,0.7452750205993652,0.7436330318450928,55.03816819190979,0.722100019454956,0.845471978187561
83,0.7464749813079834,0.737945020198822,54.75205039978027,0.7206000089645386,0.8764927983283997
84,0.7498000264167786,0.7392907738685608,54.91409611701965,0.7250999808311462,0.8341134786605835
85,0.7514500021934509,0.730599045753479,54.82919502258301,0.7299000024795532,0.8106088638305664
86,0.7545999884605408,0.717928409576416,54.88283014297485,0.7186999917030334,0.8511788845062256
87,0.753125011920929,0.7134772539138794,54.98042011260986,0.722599983215332,0.8712605237960815
88,0.7545750141143799,0.726984977722168,56.06282067298889,0.7297000288963318,0.8222162127494812
89,0.7569000124931335,0.717551052570343,55.23170852661133,0.7290999889373779,0.8162531852722168
90,0.7553499937057495,0.7173106670379639,55.31211614608765,0.720300018787384,0.8874242305755615
91,0.7563750147819519,0.7120716571807861,54.74084520339966,0.725600004196167,0.8512896299362183
92,0.7580999732017517,0.7065048813819885,55.169769525527954,0.722599983215332,0.8338473439216614
93,0.7528749704360962,0.7088329792022705,54.49430465698242,0.7278000116348267,0.8484492301940918
94,0.7574750185012817,0.7082574367523193,54.7339072227478,0.7239999771118164,0.8517393469810486
95,0.7594249844551086,0.7075439691543579,55.07594299316406,0.6718999743461609,1.018078088760376
96,0.759024977684021,0.703488826751709,55.0862820148468,0.7236999869346619,0.8200666904449463
